,Unnamed: 0,starttime,endtime,sampling_rate,st,ch,date_time_id,distance,azimuth,b_azimuth
0,0,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MCIG,HHZ,2021.09.08.01.47.53,,,
1,1,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TJIG,HHE,2021.09.08.01.47.53,,,
2,2,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,SSIG,HHN,2021.09.08.01.47.53,,,
3,3,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CGIG,HHZ,2021.09.08.01.47.53,,,
4,4,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,OXIG,HHE,2021.09.08.01.47.53,,,
5,5,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MNIG,HHZ,2021.09.08.01.47.53,,,
6,6,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,LNIG,HHZ,2021.09.08.01.47.53,,,
7,7,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,DHIG,HHN,2021.09.08.01.47.53,,,
8,8,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TGIG,HHE,2021.09.08.01.47.53,,,
9,9,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PEIG,HHZ,2021.09.08.01.47.53,,,
10,10,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MEIG,HHE,2021.09.08.01.47.53,,,
11,11,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,DAIG,HHZ,2021.09.08.01.47.53,,,
12,12,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,ZIIG,HHE,2021.09.08.01.47.53,,,
13,13,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,LNIG,HHN,2021.09.08.01.47.53,,,
14,14,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,LPIG,HHE,2021.09.08.01.47.53,,,
15,15,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TXIG,HHN,2021.09.08.01.47.53,,,
16,16,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TOIG,HHE,2021.09.08.01.47.53,,,
17,17,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CSIG,HHN,2021.09.08.01.47.53,,,
18,18,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,HLIG,HHE,2021.09.08.01.47.53,,,
19,19,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TSIG,HHN,2021.09.08.01.47.53,,,
20,20,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,YOIG,HHE,2021.09.08.01.47.53,,,
21,21,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MYIG,HHZ,2021.09.08.01.47.53,,,
22,22,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TPIG,HHE,2021.09.08.01.47.53,,,
23,23,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,SRIG,HHZ,2021.09.08.01.47.53,,,
24,24,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TUIG,HHZ,2021.09.08.01.47.53,,,
25,25,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,SRIG,HHN,2021.09.08.01.47.53,,,
26,26,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,HPIG,HHN,2021.09.08.01.47.53,,,
27,27,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MOIG,HHE,2021.09.08.01.47.53,,,
28,28,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,AAIG,HHZ,2021.09.08.01.47.53,,,
29,29,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,YAIG,HHE,2021.09.08.01.47.53,,,
30,30,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TPIG,HHZ,2021.09.08.01.47.53,,,
31,31,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MBIG,HHZ,2021.09.08.01.47.53,,,
32,32,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MOIG,HHN,2021.09.08.01.47.53,,,
33,33,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,AAIG,HHN,2021.09.08.01.47.53,,,
34,34,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,HPIG,HHZ,2021.09.08.01.47.53,,,
35,35,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,HSIG,HHZ,2021.09.08.01.47.53,,,
36,36,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,LPIG,HHZ,2021.09.08.01.47.53,,,
37,37,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,YOIG,HHZ,2021.09.08.01.47.53,,,
38,38,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,NZIG,HHZ,2021.09.08.01.47.53,,,
39,39,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MMIG,HHN,2021.09.08.01.47.53,,,
40,40,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,HSIG,HHN,2021.09.08.01.47.53,,,
41,41,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,DHIG,HHE,2021.09.08.01.47.53,,,
42,42,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CSIG,HHZ,2021.09.08.01.47.53,,,
43,43,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PDIG,HHZ,2021.09.08.01.47.53,,,
44,44,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PLIG,HHZ,2021.09.08.01.47.53,,,
45,45,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CMIG,HHE,2021.09.08.01.47.53,,,
46,46,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,ANIG,HHZ,2021.09.08.01.47.53,,,
47,47,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MCIG,HHE,2021.09.08.01.47.53,,,
48,48,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,HPIG,HHE,2021.09.08.01.47.53,,,
49,49,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,HUIG,HHN,2021.09.08.01.47.53,,,
50,50,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PLIG,HHE,2021.09.08.01.47.53,,,
51,51,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TLIG,HHN,2021.09.08.01.47.53,,,
52,52,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CGIG,HHE,2021.09.08.01.47.53,,,
53,53,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PEIG,HHE,2021.09.08.01.47.53,,,
54,54,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,HLIG,HHN,2021.09.08.01.47.53,,,
55,55,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,SPIG,HHZ,2021.09.08.01.47.53,,,
56,56,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PLIG,HHN,2021.09.08.01.47.53,,,
57,57,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,DHIG,HHZ,2021.09.08.01.47.53,,,
58,58,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,LNIG,HHE,2021.09.08.01.47.53,,,
59,59,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TXIG,HHE,2021.09.08.01.47.53,,,
60,60,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PNIG,HHN,2021.09.08.01.47.53,,,
61,61,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CJIG,HHN,2021.09.08.01.47.53,,,
62,62,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,LVIG,HHN,2021.09.08.01.47.53,,,
63,63,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,HLIG,HHZ,2021.09.08.01.47.53,,,
64,64,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,SSIG,HHE,2021.09.08.01.47.53,,,
65,65,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CMIG,HHZ,2021.09.08.01.47.53,,,
66,66,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MEIG,HHN,2021.09.08.01.47.53,,,
67,67,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MCIG,HHN,2021.09.08.01.47.53,,,
68,68,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,OXIG,HHZ,2021.09.08.01.47.53,,,
69,69,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,LVIG,HHZ,2021.09.08.01.47.53,,,
70,70,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,SRIG,HHE,2021.09.08.01.47.53,,,
71,71,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MNIG,HHE,2021.09.08.01.47.53,,,
72,72,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,SPIG,HHE,2021.09.08.01.47.53,,,
73,73,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PPIG,HHZ,2021.09.08.01.47.53,,,
74,74,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MOIG,HHZ,2021.09.08.01.47.53,,,
75,75,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,NZIG,HHE,2021.09.08.01.47.53,,,
76,76,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,HUIG,HHE,2021.09.08.01.47.53,,,
77,77,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,LVIG,HHE,2021.09.08.01.47.53,,,
78,78,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,YOIG,HHN,2021.09.08.01.47.53,,,
79,79,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,ANIG,HHE,2021.09.08.01.47.53,,,
80,80,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TOIG,HHZ,2021.09.08.01.47.53,,,
81,81,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CCIG,HHE,2021.09.08.01.47.53,,,
82,82,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MAIG,HHE,2021.09.08.01.47.53,,,
83,83,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PDIG,HHE,2021.09.08.01.47.53,,,
84,84,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CJIG,HHE,2021.09.08.01.47.53,,,
85,85,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PZIG,HHZ,2021.09.08.01.47.53,,,
86,86,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,GTIG,HHE,2021.09.08.01.47.53,,,
87,87,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,SPIG,HHN,2021.09.08.01.47.53,,,
88,88,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PNIG,HHE,2021.09.08.01.47.53,,,
89,89,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PNIG,HHZ,2021.09.08.01.47.53,,,
90,90,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TLIG,HHZ,2021.09.08.01.47.53,,,
91,91,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CMIG,HHN,2021.09.08.01.47.53,,,
92,92,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,HSIG,HHE,2021.09.08.01.47.53,,,
93,93,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MAIG,HHZ,2021.09.08.01.47.53,,,
94,94,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PEIG,HHN,2021.09.08.01.47.53,,,
95,95,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TLIG,HHE,2021.09.08.01.47.53,,,
96,96,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,GTIG,HHZ,2021.09.08.01.47.53,,,
97,97,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,YAIG,HHZ,2021.09.08.01.47.53,,,
98,98,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,AAIG,HHE,2021.09.08.01.47.53,,,
99,99,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PCIG,HHZ,2021.09.08.01.47.53,,,
100,100,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MMIG,HHE,2021.09.08.01.47.53,,,
101,101,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,SCIG,HHN,2021.09.08.01.47.53,,,
102,102,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,SCIG,HHE,2021.09.08.01.47.53,,,
103,103,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PCIG,HHE,2021.09.08.01.47.53,,,
104,104,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,DAIG,HHE,2021.09.08.01.47.53,,,
105,105,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PZIG,HHN,2021.09.08.01.47.53,,,
106,106,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PDIG,HHN,2021.09.08.01.47.53,,,
107,107,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TGIG,HHZ,2021.09.08.01.47.53,,,
108,108,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PPIG,HHN,2021.09.08.01.47.53,,,
109,109,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MBIG,HHN,2021.09.08.01.47.53,,,
110,110,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TUIG,HHE,2021.09.08.01.47.53,,,
111,111,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CCIG,HHZ,2021.09.08.01.47.53,,,
112,112,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CCIG,HHN,2021.09.08.01.47.53,,,
113,113,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,ANIG,HHN,2021.09.08.01.47.53,,,
114,114,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MYIG,HHN,2021.09.08.01.47.53,,,
115,115,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PCIG,HHN,2021.09.08.01.47.53,,,
116,116,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CSIG,HHE,2021.09.08.01.47.53,,,
117,117,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,OXIG,HHN,2021.09.08.01.47.53,,,
118,118,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TXIG,HHZ,2021.09.08.01.47.53,,,
119,119,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CGIG,HHN,2021.09.08.01.47.53,,,
120,120,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PZIG,HHE,2021.09.08.01.47.53,,,
121,121,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TPIG,HHN,2021.09.08.01.47.53,,,
122,122,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MMIG,HHZ,2021.09.08.01.47.53,,,
123,123,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,LPIG,HHN,2021.09.08.01.47.53,,,
124,124,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TUIG,HHN,2021.09.08.01.47.53,,,
125,125,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,YAIG,HHN,2021.09.08.01.47.53,,,
126,126,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,GTIG,HHN,2021.09.08.01.47.53,,,
127,127,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MBIG,HHE,2021.09.08.01.47.53,,,
128,128,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,CJIG,HHZ,2021.09.08.01.47.53,,,
129,129,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TGIG,HHN,2021.09.08.01.47.53,,,
130,130,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TJIG,HHN,2021.09.08.01.47.53,,,
131,131,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,NZIG,HHN,2021.09.08.01.47.53,,,
132,132,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MAIG,HHN,2021.09.08.01.47.53,,,
133,133,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,SCIG,HHZ,2021.09.08.01.47.53,,,
134,134,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,SSIG,HHZ,2021.09.08.01.47.53,,,
135,135,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,HUIG,HHZ,2021.09.08.01.47.53,,,
136,136,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,PPIG,HHE,2021.09.08.01.47.53,,,
137,137,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TOIG,HHN,2021.09.08.01.47.53,,,
138,138,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,ZIIG,HHZ,2021.09.08.01.47.53,,,
139,139,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TJIG,HHZ,2021.09.08.01.47.53,,,
140,140,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,ZIIG,HHN,2021.09.08.01.47.53,,,
141,141,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MYIG,HHE,2021.09.08.01.47.53,,,
142,142,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TSIG,HHE,2021.09.08.01.47.53,,,
143,143,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,DAIG,HHN,2021.09.08.01.47.53,,,
144,144,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MNIG,HHN,2021.09.08.01.47.53,,,
145,145,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,TSIG,HHZ,2021.09.08.01.47.53,,,
146,146,2021-09-08T01:47:43.000000Z,2021-09-08T01:53:53.000000Z,100.0,MEIG,HHZ,2021.09.08.01.47.53,,,
147,147,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,MCIG,HHZ,2021.03.20.03.06.35,,,
148,148,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,TJIG,HHE,2021.03.20.03.06.35,,,
149,149,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,CGIG,HHZ,2021.03.20.03.06.35,,,
150,150,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,OXIG,HHE,2021.03.20.03.06.35,,,
151,151,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,MNIG,HHZ,2021.03.20.03.06.35,,,
152,152,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,LNIG,HHZ,2021.03.20.03.06.35,,,
153,153,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,DHIG,HHN,2021.03.20.03.06.35,,,
154,154,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,TGIG,HHE,2021.03.20.03.06.35,,,
155,155,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,IGIG,HHE,2021.03.20.03.06.35,,,
156,156,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,PEIG,HHZ,2021.03.20.03.06.35,,,
157,157,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,MEIG,HHE,2021.03.20.03.06.35,,,
158,158,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,DAIG,HHZ,2021.03.20.03.06.35,,,
159,159,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,ZIIG,HHE,2021.03.20.03.06.35,,,
160,160,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,LNIG,HHN,2021.03.20.03.06.35,,,
161,161,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,LPIG,HHE,2021.03.20.03.06.35,,,
162,162,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,TXIG,HHN,2021.03.20.03.06.35,,,
163,163,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,FTIG,HHZ,2021.03.20.03.06.35,,,
164,164,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,TOIG,HHE,2021.03.20.03.06.35,,,
165,165,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,ZAIG,HHN,2021.03.20.03.06.35,,,
166,166,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,CSIG,HHN,2021.03.20.03.06.35,,,
167,167,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,ARIG,HHN,2021.03.20.03.06.35,,,
168,168,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,TSIG,HHN,2021.03.20.03.06.35,,,
169,169,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,YOIG,HHE,2021.03.20.03.06.35,,,
170,170,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,MYIG,HHZ,2021.03.20.03.06.35,,,
171,171,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,THIG,HHN,2021.03.20.03.06.35,,,
172,172,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,TPIG,HHE,2021.03.20.03.06.35,,,
173,173,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,SRIG,HHZ,2021.03.20.03.06.35,,,
174,174,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,TUIG,HHZ,2021.03.20.03.06.35,,,
175,175,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,SRIG,HHN,2021.03.20.03.06.35,,,
176,176,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,HPIG,HHN,2021.03.20.03.06.35,,,
177,177,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,MOIG,HHE,2021.03.20.03.06.35,,,
178,178,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,AAIG,HHZ,2021.03.20.03.06.35,,,
179,179,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,TPIG,HHZ,2021.03.20.03.06.35,,,
180,180,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,MOIG,HHN,2021.03.20.03.06.35,,,
181,181,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,AAIG,HHN,2021.03.20.03.06.35,,,
182,182,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,ARIG,HHZ,2021.03.20.03.06.35,,,
183,183,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,HPIG,HHZ,2021.03.20.03.06.35,,,
184,184,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,HSIG,HHZ,2021.03.20.03.06.35,,,
185,185,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,LPIG,HHZ,2021.03.20.03.06.35,,,
186,186,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,YOIG,HHZ,2021.03.20.03.06.35,,,
187,187,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,NZIG,HHZ,2021.03.20.03.06.35,,,
188,188,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,MMIG,HHN,2021.03.20.03.06.35,,,
189,189,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,HSIG,HHN,2021.03.20.03.06.35,,,
190,190,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,DHIG,HHE,2021.03.20.03.06.35,,,
191,191,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,CSIG,HHZ,2021.03.20.03.06.35,,,
192,192,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,THIG,HHZ,2021.03.20.03.06.35,,,
193,193,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,PDIG,HHZ,2021.03.20.03.06.35,,,
194,194,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,PLIG,HHZ,2021.03.20.03.06.35,,,
195,195,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,CMIG,HHE,2021.03.20.03.06.35,,,
196,196,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,ANIG,HHZ,2021.03.20.03.06.35,,,
197,197,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,ARIG,HHE,2021.03.20.03.06.35,,,
198,198,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,MCIG,HHE,2021.03.20.03.06.35,,,
199,199,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,HPIG,HHE,2021.03.20.03.06.35,,,
200,200,2021-03-20T03:06:25.000000Z,2021-03-20T03:12:35.000000Z,100.0,HUIG,HHN,2021.03.20.03.06.35,,,
